3,Southwest
1,Central
15,N Hollywood
19,Mission
17,Devonshire
11,Northeast
5,Harbor
9,Van Nuys
10,West Valley
8,West LA
7,Wilshire
14,Pacific
2,Rampart
12,77th Street
4,Hollenbeck
18,Southeast
6,Hollywood
13,Newton
16,Foothill
20,Olympic
21,Topanga
