date_rptd,count,y_hat,crimen,zona
2022-02-09,44.0,44.0,104,1
2022-02-10,36.0,37.0,104,1
2022-02-11,51.0,52.0,104,1
2022-02-12,43.0,44.0,104,1
2022-02-13,41.0,41.0,104,1
2022-02-14,48.0,48.0,104,1
2022-02-15,35.0,36.0,104,1
2022-02-16,50.0,50.0,104,1
2022-02-17,30.0,31.0,104,1
2022-02-18,44.0,45.0,104,1
2022-02-19,31.0,31.0,104,1
2022-02-20,29.0,30.0,104,1
2022-02-21,58.0,58.0,104,1
2022-02-22,43.0,44.0,104,1
2022-02-23,41.0,42.0,104,1
2022-02-24,44.0,44.0,104,1
2022-02-25,34.0,35.0,104,1
2022-02-26,32.0,34.0,104,1
2022-02-27,38.0,38.0,104,1
2022-02-28,27.0,29.0,104,1
2022-03-01,29.0,30.0,104,1
2022-03-02,36.0,37.0,104,1
2022-03-03,41.0,41.0,104,1
2022-03-04,46.0,48.0,104,1
2022-03-05,30.0,32.0,104,1
2022-03-06,33.0,33.0,104,1
2022-03-07,38.0,38.0,104,1
2022-03-08,42.0,41.0,104,1
2022-03-09,47.0,47.0,104,1
2022-03-10,39.0,40.0,104,1
2022-03-11,47.0,47.0,104,1
2022-03-12,42.0,42.0,104,1
2022-03-13,21.0,22.0,104,1
2022-03-14,44.0,45.0,104,1
2022-03-15,38.0,37.0,104,1
2022-03-16,44.0,44.0,104,1
2022-03-17,31.0,32.0,104,1
2022-03-18,38.0,39.0,104,1
2022-03-19,21.0,24.0,104,1
2022-03-20,31.0,32.0,104,1
2022-03-21,56.0,56.0,104,1
2022-03-22,46.0,47.0,104,1
2022-03-23,48.0,49.0,104,1
2022-03-24,25.0,26.0,104,1
2022-03-25,47.0,46.0,104,1
2022-03-26,44.0,44.0,104,1
2022-03-27,31.0,32.0,104,1
2022-03-28,32.0,33.0,104,1
2022-03-29,41.0,40.0,104,1
2022-03-30,37.0,37.0,104,1
2022-03-31,32.0,32.0,104,1
2022-04-01,46.0,47.0,104,1
2022-04-02,40.0,41.0,104,1
2022-04-03,29.0,30.0,104,1
2022-04-04,45.0,45.0,104,1
2022-04-05,38.0,38.0,104,1
2022-04-06,31.0,33.0,104,1
2022-04-07,44.0,43.0,104,1
2022-04-08,41.0,41.0,104,1
2022-04-09,27.0,29.0,104,1
2022-04-10,30.0,31.0,104,1
2022-04-11,50.0,50.0,104,1
2022-04-12,35.0,36.0,104,1
2022-04-13,45.0,45.0,104,1
2022-04-14,49.0,49.0,104,1
2022-04-15,24.0,26.0,104,1
2022-04-16,32.0,33.0,104,1
2022-04-17,24.0,24.0,104,1
2022-04-18,39.0,40.0,104,1
2022-04-19,37.0,37.0,104,1
2022-04-20,33.0,34.0,104,1
2022-04-21,45.0,45.0,104,1
2022-04-22,34.0,35.0,104,1
2022-04-23,31.0,32.0,104,1
2022-04-24,41.0,41.0,104,1
2022-04-25,54.0,54.0,104,1
2022-04-26,51.0,50.0,104,1
2022-04-27,42.0,42.0,104,1
2022-04-28,49.0,49.0,104,1
2022-04-29,38.0,38.0,104,1
2022-04-30,36.0,36.0,104,1
2022-05-01,23.0,24.0,104,1
2022-05-02,37.0,37.0,104,1
2022-05-03,25.0,26.0,104,1
2022-05-04,46.0,46.0,104,1
2022-05-05,40.0,41.0,104,1
2022-05-06,41.0,42.0,104,1
2022-05-07,32.0,34.0,104,1
2022-05-08,41.0,42.0,104,1
2022-05-09,52.0,52.0,104,1
2022-05-10,38.0,39.0,104,1
2022-05-11,36.0,36.0,104,1
2022-05-12,34.0,34.0,104,1
2022-05-13,36.0,35.0,104,1
2022-05-14,23.0,24.0,104,1
2022-05-15,42.0,42.0,104,1
2022-05-16,45.0,46.0,104,1
2022-05-17,37.0,37.0,104,1
2022-05-18,39.0,38.0,104,1
2022-05-19,32.0,32.0,104,1
2022-05-20,27.0,29.0,104,1
2022-05-21,30.0,31.0,104,1
2022-05-22,44.0,44.0,104,1
2022-05-23,38.0,39.0,104,1
2022-05-24,39.0,40.0,104,1
2022-05-25,36.0,36.0,104,1
2022-05-26,34.0,34.0,104,1
2022-05-27,33.0,33.0,104,1
2022-05-28,34.0,34.0,104,1
2022-05-29,22.0,23.0,104,1
2022-05-30,32.0,33.0,104,1
2022-05-31,44.0,43.0,104,1
2022-06-01,31.0,32.0,104,1
2022-06-02,30.0,32.0,104,1
2022-06-03,38.0,39.0,104,1
2022-06-04,26.0,27.0,104,1
2022-06-05,30.0,30.0,104,1
2022-06-06,30.0,30.0,104,1
2022-06-07,43.0,43.0,104,1
2022-06-08,36.0,36.0,104,1
2022-06-09,40.0,40.0,104,1
2022-06-10,37.0,38.0,104,1
2022-06-11,15.0,18.0,104,1
2022-06-12,35.0,35.0,104,1
2022-06-13,46.0,45.0,104,1
2022-06-14,39.0,39.0,104,1
2022-06-15,35.0,35.0,104,1
2022-06-16,30.0,30.0,104,1
2022-06-17,26.0,27.0,104,1
2022-06-18,21.0,22.0,104,1
2022-06-19,18.0,20.0,104,1
2022-06-20,42.0,42.0,104,1
2022-06-21,28.0,29.0,104,1
2022-06-22,34.0,34.0,104,1
2022-06-23,31.0,31.0,104,1
2022-06-24,35.0,36.0,104,1
2022-06-25,32.0,33.0,104,1
2022-06-26,34.0,34.0,104,1
2022-06-27,31.0,31.0,104,1
2022-06-28,20.0,21.0,104,1
2022-06-29,26.0,26.0,104,1
2022-06-30,32.0,32.0,104,1
2022-07-01,33.0,33.0,104,1
2022-07-02,26.0,27.0,104,1
2022-07-03,25.0,26.0,104,1
2022-07-04,28.0,28.0,104,1
2022-07-05,39.0,38.0,104,1
2022-07-06,45.0,44.0,104,1
2022-07-07,33.0,33.0,104,1
2022-07-08,20.0,22.0,104,1
2022-07-09,28.0,28.0,104,1
2022-07-10,29.0,29.0,104,1
2022-07-11,30.0,31.0,104,1
2022-07-12,32.0,32.0,104,1
2022-07-13,31.0,31.0,104,1
2022-07-14,27.0,26.0,104,1
2022-07-15,25.0,25.0,104,1
2022-07-16,38.0,38.0,104,1
2022-07-17,32.0,32.0,104,1
2022-07-18,33.0,33.0,104,1
2022-07-19,39.0,38.0,104,1
2022-07-20,26.0,26.0,104,1
2022-07-21,28.0,28.0,104,1
2022-07-22,33.0,33.0,104,1
2022-07-23,38.0,38.0,104,1
2022-07-24,33.0,32.0,104,1
2022-07-25,38.0,37.0,104,1
2022-07-26,33.0,33.0,104,1
2022-07-27,33.0,33.0,104,1
2022-07-28,36.0,35.0,104,1
2022-07-29,32.0,32.0,104,1
2022-07-30,26.0,27.0,104,1
2022-07-31,30.0,30.0,104,1
2022-08-01,29.0,29.0,104,1
2022-08-02,30.0,30.0,104,1
2022-08-03,50.0,49.0,104,1
2022-08-04,30.0,31.0,104,1
2022-08-05,32.0,32.0,104,1
2022-08-06,33.0,32.0,104,1
2022-08-07,35.0,34.0,104,1
2022-08-08,35.0,35.0,104,1
2022-08-09,34.0,34.0,104,1
2022-08-10,38.0,37.0,104,1
2022-08-11,40.0,40.0,104,1
2022-08-12,18.0,19.0,104,1
2022-08-13,25.0,26.0,104,1
2022-08-14,25.0,25.0,104,1
2022-08-15,31.0,30.0,104,1
2022-08-16,35.0,34.0,104,1
2022-08-17,43.0,43.0,104,1
2022-08-18,31.0,32.0,104,1
2022-08-19,39.0,39.0,104,1
2022-08-20,35.0,35.0,104,1
2022-08-21,29.0,29.0,104,1
2022-08-22,28.0,28.0,104,1
2022-08-23,39.0,38.0,104,1
2022-08-24,50.0,49.0,104,1
2022-08-25,29.0,29.0,104,1
2022-08-26,32.0,32.0,104,1
2022-08-27,30.0,30.0,104,1
2022-08-28,31.0,31.0,104,1
2022-08-29,27.0,27.0,104,1
2022-08-30,46.0,45.0,104,1
2022-08-31,32.0,33.0,104,1
2022-09-01,36.0,36.0,104,1
2022-09-02,31.0,31.0,104,1
2022-09-03,26.0,27.0,104,1
2022-09-04,39.0,40.0,104,1
2022-09-05,28.0,29.0,104,1
2022-09-06,46.0,45.0,104,1
2022-09-07,43.0,42.0,104,1
2022-09-08,46.0,45.0,104,1
2022-09-09,43.0,43.0,104,1
2022-09-10,34.0,34.0,104,1
2022-09-11,26.0,26.0,104,1
2022-09-12,47.0,46.0,104,1
2022-09-13,31.0,31.0,104,1
2022-09-14,44.0,44.0,104,1
2022-09-15,32.0,32.0,104,1
2022-09-16,39.0,39.0,104,1
2022-09-17,30.0,30.0,104,1
2022-09-18,21.0,23.0,104,1
2022-09-19,48.0,48.0,104,1
2022-09-20,37.0,37.0,104,1
2022-09-21,42.0,42.0,104,1
2022-09-22,35.0,35.0,104,1
2022-09-23,50.0,49.0,104,1
2022-09-24,30.0,31.0,104,1
2022-09-25,38.0,38.0,104,1
2022-09-26,34.0,34.0,104,1
2022-09-27,44.0,43.0,104,1
2022-09-28,27.0,28.0,104,1
2022-09-29,40.0,39.0,104,1
2022-09-30,33.0,33.0,104,1
2022-10-01,31.0,31.0,104,1
2022-10-02,30.0,31.0,104,1
2022-10-03,30.0,31.0,104,1
2022-10-04,27.0,28.0,104,1
2022-10-05,31.0,31.0,104,1
2022-10-06,25.0,25.0,104,1
2022-10-07,38.0,38.0,104,1
2022-10-08,39.0,39.0,104,1
2022-10-09,36.0,37.0,104,1
2022-10-10,32.0,33.0,104,1
2022-10-11,39.0,39.0,104,1
2022-10-12,45.0,44.0,104,1
2022-10-13,33.0,33.0,104,1
2022-10-14,40.0,39.0,104,1
2022-10-15,14.0,16.0,104,1
2022-10-16,28.0,28.0,104,1
2022-10-17,41.0,41.0,104,1
2022-10-18,51.0,51.0,104,1
2022-10-19,38.0,40.0,104,1
2022-10-20,38.0,38.0,104,1
2022-10-21,31.0,31.0,104,1
2022-10-22,29.0,29.0,104,1
2022-10-23,38.0,38.0,104,1
2022-10-24,42.0,42.0,104,1
2022-10-25,32.0,33.0,104,1
2022-10-26,29.0,30.0,104,1
2022-10-27,43.0,42.0,104,1
2022-10-28,51.0,52.0,104,1
2022-10-29,30.0,31.0,104,1
2022-10-30,18.0,20.0,104,1
2022-10-31,35.0,34.0,104,1
2022-11-01,42.0,41.0,104,1
2022-11-02,45.0,45.0,104,1
2022-11-03,38.0,39.0,104,1
2022-11-04,35.0,36.0,104,1
2022-11-05,39.0,39.0,104,1
2022-11-06,27.0,27.0,104,1
2022-11-07,27.0,28.0,104,1
2022-11-08,28.0,29.0,104,1
2022-11-09,31.0,31.0,104,1
2022-11-10,37.0,36.0,104,1
2022-11-11,42.0,42.0,104,1
2022-11-12,45.0,46.0,104,1
2022-11-13,32.0,34.0,104,1
2022-11-14,44.0,44.0,104,1
2022-11-15,34.0,33.0,104,1
2022-11-16,44.0,44.0,104,1
2022-11-17,34.0,34.0,104,1
2022-11-18,34.0,34.0,104,1
2022-11-19,26.0,26.0,104,1
2022-11-20,38.0,38.0,104,1
2022-11-21,44.0,45.0,104,1
2022-11-22,34.0,35.0,104,1
2022-11-23,34.0,34.0,104,1
2022-11-24,19.0,19.0,104,1
2022-11-25,26.0,26.0,104,1
2022-11-26,47.0,47.0,104,1
2022-11-27,32.0,33.0,104,1
2022-11-28,28.0,30.0,104,1
2022-11-29,39.0,39.0,104,1
2022-11-30,43.0,43.0,104,1
2022-12-01,44.0,44.0,104,1
2022-12-02,32.0,32.0,104,1
2022-12-03,32.0,32.0,104,1
2022-12-04,34.0,33.0,104,1
2022-12-05,42.0,41.0,104,1
2022-12-06,36.0,36.0,104,1
2022-12-07,35.0,36.0,104,1
2022-12-08,27.0,28.0,104,1
2022-12-09,23.0,23.0,104,1
2022-12-10,26.0,26.0,104,1
2022-12-11,36.0,36.0,104,1
2022-12-12,49.0,50.0,104,1
2022-12-13,52.0,52.0,104,1
2022-12-14,35.0,35.0,104,1
2022-12-15,41.0,41.0,104,1
2022-12-16,35.0,35.0,104,1
2022-12-17,41.0,41.0,104,1
2022-12-18,18.0,19.0,104,1
2022-12-19,43.0,42.0,104,1
2022-12-20,61.0,60.0,104,1
2022-12-21,43.0,44.0,104,1
2022-12-22,37.0,38.0,104,1
2022-12-23,40.0,40.0,104,1
2022-12-24,24.0,25.0,104,1
2022-12-25,23.0,24.0,104,1
2022-12-26,35.0,34.0,104,1
2022-12-27,44.0,44.0,104,1
2022-12-28,48.0,48.0,104,1
2022-12-29,46.0,47.0,104,1
2022-12-30,42.0,43.0,104,1
2022-12-31,40.0,42.0,104,1
2023-01-01,35.0,35.0,104,1
2023-01-02,28.0,28.0,104,1
2023-01-03,40.0,39.0,104,1
2023-01-04,31.0,31.0,104,1
2023-01-05,36.0,36.0,104,1
2023-01-06,44.0,45.0,104,1
2023-01-07,30.0,32.0,104,1
2023-01-08,23.0,25.0,104,1
2023-01-09,46.0,46.0,104,1
2023-01-10,38.0,38.0,104,1
2023-01-11,39.0,39.0,104,1
2023-01-12,42.0,42.0,104,1
2023-01-13,46.0,46.0,104,1
2023-01-14,27.0,29.0,104,1
2023-01-15,23.0,25.0,104,1
2023-01-16,66.0,66.0,104,1
2023-01-17,44.0,45.0,104,1
2023-01-18,33.0,34.0,104,1
2023-01-19,42.0,41.0,104,1
2023-01-20,26.0,26.0,104,1
2023-01-21,28.0,29.0,104,1
2023-01-22,38.0,38.0,104,1
2023-01-23,36.0,38.0,104,1
2023-01-24,35.0,36.0,104,1
2023-01-25,42.0,42.0,104,1
2023-01-26,29.0,29.0,104,1
2023-01-27,45.0,46.0,104,1
2023-01-28,33.0,34.0,104,1
2023-01-29,34.0,34.0,104,1
2023-01-30,39.0,39.0,104,1
2023-01-31,52.0,51.0,104,1
2023-02-01,40.0,40.0,104,1
2023-02-02,45.0,46.0,104,1
2023-02-03,38.0,38.0,104,1
2023-02-04,39.0,39.0,104,1
2023-02-05,41.0,41.0,104,1
2023-02-06,36.0,37.0,104,1
2023-02-07,35.0,35.0,104,1
2023-02-08,27.0,28.0,104,1
2023-02-09,42.0,41.0,104,1
2023-02-10,39.0,40.0,104,1
2023-02-11,31.0,33.0,104,1
2023-02-12,30.0,31.0,104,1
2023-02-13,49.0,49.0,104,1
2023-02-14,45.0,45.0,104,1
2023-02-15,41.0,41.0,104,1
2023-02-16,32.0,33.0,104,1
2023-02-17,29.0,30.0,104,1
2023-02-18,38.0,38.0,104,1
2023-02-19,17.0,18.0,104,1
2023-02-20,57.0,57.0,104,1
2023-02-21,50.0,51.0,104,1
2023-02-22,36.0,37.0,104,1
2023-02-23,30.0,30.0,104,1
2023-02-24,34.0,34.0,104,1
2023-02-25,19.0,21.0,104,1
2023-02-26,46.0,46.0,104,1
2023-02-27,38.0,38.0,104,1
2020-02-09,24.0,25.0,100,1
2020-02-10,10.0,11.0,100,1
2020-02-11,18.0,19.0,100,1
2020-02-12,18.0,19.0,100,1
2020-02-13,15.0,16.0,100,1
2020-02-14,22.0,23.0,100,1
2020-02-15,27.0,28.0,100,1
2020-02-16,23.0,24.0,100,1
2020-02-17,20.0,21.0,100,1
2020-02-18,16.0,17.0,100,1
2020-02-19,12.0,13.0,100,1
2020-02-20,22.0,22.0,100,1
2020-02-21,22.0,23.0,100,1
2020-02-22,21.0,22.0,100,1
2020-02-23,16.0,16.0,100,1
2020-02-24,33.0,34.0,100,1
2020-02-25,21.0,22.0,100,1
2020-02-26,22.0,22.0,100,1
2020-02-27,30.0,31.0,100,1
2020-02-28,18.0,19.0,100,1
2020-02-29,20.0,21.0,100,1
2020-03-01,16.0,16.0,100,1
2020-03-02,20.0,21.0,100,1
2020-03-03,15.0,15.0,100,1
2020-03-04,15.0,16.0,100,1
2020-03-05,23.0,24.0,100,1
2020-03-06,23.0,24.0,100,1
2020-03-07,18.0,19.0,100,1
2020-03-08,17.0,18.0,100,1
2020-03-09,25.0,26.0,100,1
2020-03-10,18.0,19.0,100,1
2020-03-11,21.0,22.0,100,1
2020-03-12,16.0,16.0,100,1
2020-03-13,22.0,22.0,100,1
2020-03-14,21.0,22.0,100,1
2020-03-15,10.0,11.0,100,1
2020-03-16,20.0,20.0,100,1
2020-03-17,17.0,18.0,100,1
2020-03-18,13.0,14.0,100,1
2020-03-19,8.0,9.0,100,1
2020-03-20,13.0,14.0,100,1
2020-03-21,13.0,14.0,100,1
2020-03-22,19.0,20.0,100,1
2020-03-23,27.0,28.0,100,1
2020-03-24,22.0,23.0,100,1
2020-03-25,14.0,15.0,100,1
2020-03-26,31.0,32.0,100,1
2020-03-27,21.0,22.0,100,1
2020-03-28,26.0,26.0,100,1
2020-03-29,7.0,8.0,100,1
2020-03-30,18.0,18.0,100,1
2020-03-31,19.0,19.0,100,1
2020-04-01,26.0,26.0,100,1
2020-04-02,30.0,31.0,100,1
2020-04-03,15.0,16.0,100,1
2020-04-04,13.0,14.0,100,1
2020-04-05,8.0,9.0,100,1
2020-04-06,26.0,27.0,100,1
2020-04-07,24.0,25.0,100,1
2020-04-08,13.0,14.0,100,1
2020-04-09,15.0,16.0,100,1
2020-04-10,9.0,10.0,100,1
2020-04-11,18.0,19.0,100,1
2020-04-12,20.0,21.0,100,1
2020-04-13,21.0,22.0,100,1
2020-04-14,14.0,15.0,100,1
2020-04-15,18.0,19.0,100,1
2020-04-16,17.0,17.0,100,1
2020-04-17,18.0,19.0,100,1
2020-04-18,26.0,26.0,100,1
2020-04-19,19.0,20.0,100,1
2020-04-20,29.0,29.0,100,1
2020-04-21,23.0,23.0,100,1
2020-04-22,20.0,20.0,100,1
2020-04-23,18.0,18.0,100,1
2020-04-24,20.0,21.0,100,1
2020-04-25,25.0,26.0,100,1
2020-04-26,32.0,33.0,100,1
2020-04-27,21.0,21.0,100,1
2020-04-28,28.0,28.0,100,1
2020-04-29,24.0,25.0,100,1
2020-04-30,18.0,19.0,100,1
2020-05-01,14.0,15.0,100,1
2020-05-02,23.0,24.0,100,1
2020-05-03,25.0,26.0,100,1
2020-05-04,14.0,15.0,100,1
2020-05-05,27.0,28.0,100,1
2020-05-06,24.0,25.0,100,1
2020-05-07,15.0,16.0,100,1
2020-05-08,23.0,24.0,100,1
2020-05-09,16.0,17.0,100,1
2020-05-10,16.0,17.0,100,1
2020-05-11,21.0,22.0,100,1
2020-05-12,16.0,17.0,100,1
2020-05-13,18.0,18.0,100,1
2020-05-14,17.0,18.0,100,1
2020-05-15,19.0,20.0,100,1
2020-05-16,26.0,27.0,100,1
2020-05-17,23.0,23.0,100,1
2020-05-18,26.0,27.0,100,1
2020-05-19,12.0,13.0,100,1
2020-05-20,20.0,20.0,100,1
2020-05-21,23.0,24.0,100,1
2020-05-22,16.0,17.0,100,1
2020-05-23,13.0,13.0,100,1
2020-05-24,13.0,13.0,100,1
2020-05-25,25.0,26.0,100,1
2020-05-26,25.0,26.0,100,1
2020-05-27,22.0,23.0,100,1
2020-05-28,17.0,18.0,100,1
2020-05-29,15.0,16.0,100,1
2020-05-30,23.0,24.0,100,1
2020-05-31,11.0,12.0,100,1
2020-06-01,18.0,18.0,100,1
2020-06-02,20.0,21.0,100,1
2020-06-03,14.0,15.0,100,1
2020-06-04,18.0,18.0,100,1
2020-06-05,20.0,21.0,100,1
2020-06-06,16.0,17.0,100,1
2020-06-07,26.0,27.0,100,1
2020-06-08,22.0,23.0,100,1
2020-06-09,19.0,20.0,100,1
2020-06-10,23.0,24.0,100,1
2020-06-11,31.0,32.0,100,1
2020-06-12,19.0,19.0,100,1
2020-06-13,27.0,27.0,100,1
2020-06-14,24.0,25.0,100,1
2020-06-15,37.0,38.0,100,1
2020-06-16,29.0,30.0,100,1
2020-06-17,21.0,22.0,100,1
2020-06-18,19.0,20.0,100,1
2020-06-19,31.0,32.0,100,1
2020-06-20,18.0,19.0,100,1
2020-06-21,29.0,29.0,100,1
2020-06-22,21.0,22.0,100,1
2020-06-23,25.0,26.0,100,1
2020-06-24,18.0,19.0,100,1
2020-06-25,27.0,28.0,100,1
2020-06-26,25.0,26.0,100,1
2020-06-27,20.0,21.0,100,1
2020-06-28,20.0,21.0,100,1
2020-06-29,32.0,33.0,100,1
2020-06-30,28.0,29.0,100,1
2020-07-01,37.0,39.0,100,1
2020-07-02,19.0,20.0,100,1
2020-07-03,17.0,18.0,100,1
2020-07-04,30.0,31.0,100,1
2020-07-05,25.0,26.0,100,1
2020-07-06,23.0,23.0,100,1
2020-07-07,11.0,12.0,100,1
2020-07-08,27.0,28.0,100,1
2020-07-09,16.0,17.0,100,1
2020-07-10,17.0,17.0,100,1
2020-07-11,20.0,21.0,100,1
2020-07-12,21.0,22.0,100,1
2020-07-13,32.0,34.0,100,1
2020-07-14,25.0,26.0,100,1
2020-07-15,22.0,23.0,100,1
2020-07-16,32.0,33.0,100,1
2020-07-17,16.0,18.0,100,1
2020-07-18,6.0,7.0,100,1
2020-07-19,30.0,31.0,100,1
2020-07-20,19.0,20.0,100,1
2020-07-21,28.0,29.0,100,1
2020-07-22,24.0,24.0,100,1
2020-07-23,18.0,19.0,100,1
2020-07-24,13.0,14.0,100,1
2020-07-25,20.0,20.0,100,1
2020-07-26,33.0,35.0,100,1
2020-07-27,24.0,25.0,100,1
2020-07-28,26.0,27.0,100,1
2020-07-29,22.0,23.0,100,1
2020-07-30,20.0,20.0,100,1
2020-07-31,15.0,16.0,100,1
2020-08-01,13.0,14.0,100,1
2020-08-02,18.0,19.0,100,1
2020-08-03,20.0,21.0,100,1
2020-08-04,25.0,26.0,100,1
2020-08-05,21.0,22.0,100,1
2020-08-06,30.0,31.0,100,1
2020-08-07,23.0,24.0,100,1
2020-08-08,15.0,16.0,100,1
2020-08-09,28.0,28.0,100,1
2020-08-10,18.0,19.0,100,1
2020-08-11,15.0,16.0,100,1
2020-08-12,11.0,11.0,100,1
2020-08-13,21.0,22.0,100,1
2020-08-14,33.0,35.0,100,1
2020-08-15,23.0,24.0,100,1
2020-08-16,21.0,22.0,100,1
2020-08-17,27.0,28.0,100,1
2020-08-18,26.0,27.0,100,1
2020-08-19,26.0,27.0,100,1
2020-08-20,29.0,30.0,100,1
2020-08-21,33.0,34.0,100,1
2020-08-22,20.0,21.0,100,1
2020-08-23,23.0,23.0,100,1
2020-08-24,22.0,22.0,100,1
2020-08-25,33.0,33.0,100,1
2020-08-26,32.0,34.0,100,1
2020-08-27,18.0,19.0,100,1
2020-08-28,19.0,20.0,100,1
2020-08-29,18.0,19.0,100,1
2020-08-30,27.0,28.0,100,1
2020-08-31,26.0,27.0,100,1
2020-09-01,24.0,25.0,100,1
2020-09-02,21.0,22.0,100,1
2020-09-03,22.0,23.0,100,1
2020-09-04,12.0,13.0,100,1
2020-09-05,13.0,14.0,100,1
2020-09-06,20.0,21.0,100,1
2020-09-07,21.0,22.0,100,1
2020-09-08,24.0,25.0,100,1
2020-09-09,20.0,20.0,100,1
2020-09-10,14.0,15.0,100,1
2020-09-11,18.0,19.0,100,1
2020-09-12,22.0,23.0,100,1
2020-09-13,16.0,17.0,100,1
2020-09-14,20.0,21.0,100,1
2020-09-15,33.0,34.0,100,1
2020-09-16,20.0,20.0,100,1
2020-09-17,16.0,16.0,100,1
2020-09-18,9.0,10.0,100,1
2020-09-19,19.0,20.0,100,1
2020-09-20,19.0,20.0,100,1
2020-09-21,18.0,19.0,100,1
2020-09-22,18.0,19.0,100,1
2020-09-23,33.0,34.0,100,1
2020-09-24,17.0,18.0,100,1
2020-09-25,15.0,16.0,100,1
2020-09-26,22.0,23.0,100,1
2020-09-27,27.0,28.0,100,1
2020-09-28,28.0,29.0,100,1
2020-09-29,28.0,28.0,100,1
2020-09-30,28.0,29.0,100,1
2020-10-01,22.0,23.0,100,1
2020-10-02,25.0,26.0,100,1
2020-10-03,21.0,22.0,100,1
2020-10-04,22.0,22.0,100,1
2020-10-05,21.0,22.0,100,1
2020-10-06,35.0,36.0,100,1
2020-10-07,20.0,21.0,100,1
2020-10-08,24.0,24.0,100,1
2020-10-09,29.0,31.0,100,1
2020-10-10,12.0,13.0,100,1
2020-10-11,30.0,31.0,100,1
2020-10-12,24.0,25.0,100,1
2020-10-13,19.0,20.0,100,1
2020-10-14,22.0,22.0,100,1
2020-10-15,20.0,21.0,100,1
2020-10-16,36.0,38.0,100,1
2020-10-17,18.0,19.0,100,1
2020-10-18,12.0,13.0,100,1
2020-10-19,26.0,27.0,100,1
2020-10-20,28.0,29.0,100,1
2020-10-21,20.0,21.0,100,1
2020-10-22,14.0,15.0,100,1
2020-10-23,18.0,19.0,100,1
2020-10-24,16.0,17.0,100,1
2020-10-25,13.0,14.0,100,1
2020-10-26,35.0,36.0,100,1
2020-10-27,17.0,18.0,100,1
2020-10-28,17.0,18.0,100,1
2020-10-29,9.0,10.0,100,1
2020-10-30,15.0,15.0,100,1
2020-10-31,15.0,16.0,100,1
2020-11-01,20.0,21.0,100,1
2020-11-02,15.0,16.0,100,1
2020-11-03,27.0,27.0,100,1
2020-11-04,17.0,18.0,100,1
2020-11-05,11.0,12.0,100,1
2020-11-06,13.0,14.0,100,1
2020-11-07,15.0,16.0,100,1
2020-11-08,13.0,15.0,100,1
2020-11-09,18.0,19.0,100,1
2020-11-10,12.0,12.0,100,1
2020-11-11,12.0,12.0,100,1
2020-11-12,28.0,29.0,100,1
2020-11-13,21.0,22.0,100,1
2020-11-14,20.0,21.0,100,1
2020-11-15,14.0,15.0,100,1
2020-11-16,24.0,25.0,100,1
2020-11-17,33.0,34.0,100,1
2020-11-18,26.0,26.0,100,1
2020-11-19,29.0,30.0,100,1
2020-11-20,9.0,9.0,100,1
2020-11-21,18.0,18.0,100,1
2020-11-22,35.0,36.0,100,1
2020-11-23,20.0,21.0,100,1
2020-11-24,20.0,20.0,100,1
2020-11-25,22.0,22.0,100,1
2020-11-26,18.0,19.0,100,1
2020-11-27,11.0,12.0,100,1
2020-11-28,18.0,19.0,100,1
2020-11-29,12.0,13.0,100,1
2020-11-30,23.0,24.0,100,1
2020-12-01,20.0,21.0,100,1
2020-12-02,17.0,18.0,100,1
2020-12-03,14.0,14.0,100,1
2020-12-04,15.0,16.0,100,1
2020-12-05,17.0,18.0,100,1
2020-12-06,16.0,17.0,100,1
2020-12-07,20.0,21.0,100,1
2020-12-08,16.0,16.0,100,1
2020-12-09,18.0,18.0,100,1
2020-12-10,22.0,22.0,100,1
2020-12-11,15.0,16.0,100,1
2020-12-12,29.0,30.0,100,1
2020-12-13,19.0,19.0,100,1
2020-12-14,15.0,15.0,100,1
2020-12-15,13.0,13.0,100,1
2020-12-16,17.0,17.0,100,1
2020-12-17,18.0,18.0,100,1
2020-12-18,9.0,10.0,100,1
2020-12-19,24.0,25.0,100,1
2020-12-20,26.0,27.0,100,1
2020-12-21,21.0,22.0,100,1
2020-12-22,30.0,31.0,100,1
2020-12-23,21.0,22.0,100,1
2020-12-24,23.0,24.0,100,1
2020-12-25,17.0,18.0,100,1
2020-12-26,20.0,20.0,100,1
2020-12-27,25.0,25.0,100,1
2020-12-28,9.0,10.0,100,1
2020-12-29,11.0,12.0,100,1
2020-12-30,9.0,10.0,100,1
2020-12-31,11.0,12.0,100,1
2021-01-01,26.0,27.0,100,1
2021-01-02,29.0,30.0,100,1
2021-01-03,11.0,12.0,100,1
2021-01-04,17.0,17.0,100,1
2021-01-05,23.0,24.0,100,1
2021-01-06,18.0,19.0,100,1
2021-01-07,10.0,10.0,100,1
2021-01-08,12.0,13.0,100,1
2021-01-09,15.0,16.0,100,1
2021-01-10,16.0,16.0,100,1
2021-01-11,20.0,20.0,100,1
2021-01-12,25.0,26.0,100,1
2021-01-13,23.0,24.0,100,1
2021-01-14,20.0,21.0,100,1
2021-01-15,13.0,14.0,100,1
2021-01-16,24.0,24.0,100,1
2021-01-17,28.0,29.0,100,1
2021-01-18,18.0,19.0,100,1
2021-01-19,15.0,15.0,100,1
2021-01-20,23.0,23.0,100,1
2021-01-21,15.0,16.0,100,1
2021-01-22,29.0,30.0,100,1
2021-01-23,10.0,11.0,100,1
2021-01-24,25.0,26.0,100,1
